"company","domain","country","Size","Annual Revenue","segment","lead_persona","dm_targets","Use AI Tool Level","Use AI Has Tryon","Use AI Has Prompt","Use AI Product Category","Use AI Tool Url","Use AI Tool Evidence","rank_score"
"EFFEBIQUATTRO","effebiquattro.it","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","interior doors and wall systems","https://effebiquattro.it/en/catalogues/","The site's navigation contains a 'Catalogues' section offering downloadable PDF catalogues (e.g., the 'Essenze' catalogue with a 'DOWNLOAD' link); no visualizer, configurator, room preview or AI design feature was found in the navigation, product pages or elsewhere on the site.","69"
"EMIGRES","emigres.es","ES","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic tile collections","https://www.emigres.es/","The site provides basic catalogue access, explicitly listing “CATÁLOGOS” and linking to “CATÁLOGO NATURAL LUXURY” and other downloadable catalogues. Its collection pages provide series downloads and static product imagery, but no interactive room visualizer, uploaded-photo preview, or text-prompt feature is stated.","69"
"FANAL CERAMICAS","fanal.com","ES","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://www.fanal.com/en/product/list","The product list page offers only filtering and picking: 'Filters' for 'Colors', 'Sizes', 'Material' (Porcelain, White Body), 'Finishes' and 'Tecnologias' (e.g. 3DSoft, AntiSlip). No room visualizer, photo upload, configurator, or AI tool was found anywhere on the site; '3DSoft' is a surface finish technology, not a manipulable 3D tool.","69"
"LA FENICE","lafenicegc.com","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://lafenicegc.com/en/collections","The Collections page provides catalogue filters labeled “Category All FLOOR TILE WALL TILE WALL BRICK OUTDOOR” and “Effect All ... Sizes All ...”. This is a BASIC filtering tool; no customer-facing room preview, uploaded-photo visualizer, or prompt-based generator is shown on the reviewed site pages.","69"
"NATUCER","natucer.es","ES","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","extruded porcelain ceramic tiles","https://www.natucer.es/es/soluciones-ceramicas/tecnica","NATUCER describes a section with “diferentes de formas para la colocación de baldosas cerámicas” and instructs users to “Elige la forma que deseas y calcula.” This is an installation and quantity calculator, so it is BASIC rather than an in-room visualizer; no text-prompt generation is stated.","69"
"NUCCI","nucci.design","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","custom bathroom furniture","https://www.mobilduenne.it/configuratore-3cad-mobilduenne/","The site describes Mobilduenne's bathroom products as customizable in dimensions, models, materials, finishes, elements, and accessories, and its footer links to “3CAD” at “configuratore-3cad-mobilduenne.” No site wording verifies room/photo preview or AI prompt generation, so the detected tool is classified as BASIC rather than ADVANCED.","69"
"PROFILPAS","profilpas.com","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","floor and wall profiles","https://www.mapei.com/profilpas/en/products","The product page lists “Our product lines,” including “Profiles for floors and coverings” and “Profiles and shower systems,” and explicitly offers “DOWNLOAD THE PRODUCT CATALOGUE.” No interactive room preview, uploaded-photo try-on, or prompt-based visual generator is stated on the reviewed pages.","69"
"REALONDA","realonda.com","ES","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://www.realonda.com/en/collections/","The Collections page states: 'Filter by style, format or finish and discover colours, textures and technical documentation in each product sheet.' No visualizer, configurator, room-preview or AI tool was found; the Matterport links are 360° virtual tours of trade-fair stands, not a product-in-room tool, and 'Digital 3D' is a finish name (relief/texture), not an interactive 3D tool.","69"
"S.I.M.A.S.","simas.it","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","sanitary ware and washbasins","http://simas.it/","The site says “Sfoglia il catalogo di Ceramica Simas” and lists “Rete Vendita · Download.” This supports BASIC because a downloadable catalogue is present, but the reviewed wording does not describe an interactive visualizer or prompt-based design tool.","69"
"TECNOGRAFICA","tecnografica.net","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","wallpapers and decorative panels","https://www.tecnografica.net/en/index","The site says, “Just drag or upload a photo from your device” and that its “AI search engine” will show “the most visually similar Tecnografica designs.” It instructs users to upload only a graphic motif and to “Avoid images of already furnished rooms,” so this is a BASIC design-selection tool rather than an in-room try-on.","69"
"VISO","visobath.com","ES","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","bathroom furniture and vanities","https://visobath.com/en/catalogues","The site offers downloadable catalogues: 'At VISO, we provide professionals in the sector with a complete selection of bathroom catalogs, designed to facilitate sales, prescription, and the development of interior design and contract projects.' No interactive visualizer, configurator, or AI design tool was found in navigation, product pages, or subdomains.","69"
"AIXIN TECH.CO., LTD","ralartmosaictile.com","CN","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","multi-material mosaic tiles","https://www.ralartmosaictile.com/download.html","The site describes “How to Calculate Mosaic Tile Quantity, Wastage and Packing for Commercial Projects” and references a “mosaic tile quantity calculator,” which supports BASIC classification. Its application page presents “Application & Design” content, but no interactive room preview, uploaded-photo tool, or text-prompt generator is stated.","69"
"ATLAS PLAN","atlasplan.com","IT","11-50 employees","","5-filters only","Marketing","Owner / Founder","BASIC","no","no","large-format porcelain slabs","https://www.atlasplan.com/en-US/large-format-porcelain-slabs/","The only interactive customer-facing feature found is the catalogue filter: 'Filter products ( 72 results)' with 'Reset filters' for color, look, thickness, finish, size and pattern; no visualizer, configurator, room preview, upload-photo or AI prompt tool exists in the navigation, Design and Collaborations page, or product pages.","68"
"INTHETILE","inthetile.com","ES","2-10 employees","500K-1M","1-MANUAL no tool","Design / Product","Owner / Founder","MANUAL","no","no","metallic ceramic tiles","https://www.inthetile.com/en","The site states ""CUSTOM TILE – We offer customized solutions thanks to our expertise in R&D"" and ""Each material is rigorously designed and evaluated to meet the aesthetic and technical requirements of each project"", indicating bespoke tiles delivered by people rather than any self-service visualizer. No customer-facing visualizer, configurator, room planner, or AI design tool appears in the navigation or product pages.","68"
"OPIFICIO CERAMICO","opificioceramico.com","IT","2-10 employees","0-500K","1-MANUAL no tool","Design / Product","Owner / Founder","MANUAL","no","no","handcrafted ceramic tiles","https://opificioceramico.com/en/about/","The site states “PRODUCT CUSTOMIZATION” and “WE MANUFACTURE TO MEASURE, ACCORDING TO YOU WISHES,” including customization of “color, textures, shapes and sizes for specific projects.” Its listed navigation contains Collections, Download, and Contacts, but no customer-facing room visualizer, upload preview, or prompt-generation tool.","68"
"RAVENNAE","ravennae.it","IT","2-10 employees","0-500K","1-MANUAL no tool","Design / Product","Owner / Founder","MANUAL","no","no","mosaic tiles and materials","https://www.ravennae.it/en/rav-en","The site says, “We create mosaics with care, experience, passion,” and that “the expert mosaic artist can create unique and surprising combinations.” This indicates a human-led/manual design service rather than an interactive visualization tool; no prompt or try-on capability is stated.","68"
"TERZADIMENSIONE","terzadimensione.com","IT","2-10 employees","500K-1M","1-MANUAL no tool","Design / Product","Owner / Founder","MANUAL","no","no","porcelain stoneware furnishings","https://www.terzadimensione.com/en/from-terzadimensione/discover-sumisura/","The site describes SUMISURA as “the service that allows you to create customized environments” with solutions “following the specific requests of interior designers.” This is a manual custom-design service, not an interactive room visualizer or prompt-based generator.","68"
"YUKARI CERAMICS","yukariceramics.com","IT","2-10 employees","","5-filters only","Marketing","Owner / Founder","BASIC","no","no","handmade Japanese ceramic tiles","https://yukariceramics.com/wp-content/uploads/2025/09/YK_catalogo_c_2025.pdf","The only design-related resource found is a downloadable catalogue: 'Discover all Yukari collections and explore the full catalogue with formats, finishes and technical information' with a DOWNLOAD link; no visualizer, configurator, room preview, AI feature or custom/bespoke offering appears anywhere in the site navigation (About, Collections, Inspirations, Contacts).","68"
